t,setpoint,measurement,error,p_term,i_term,d_term,control
8.85,1.0,0.9820981790602666,0.01817653922737461,0.03635307845474922,0.9526214894393936,-0.0005578682181264227,0.9884166996760164
8.9,1.0,0.9823687452486375,0.01790182093973336,0.03580364187946672,0.9533375622769831,-0.0005494365752825026,0.9885917675811673
8.950000000000001,1.0,0.9826352220963201,0.017631254751362513,0.035262509502725026,0.9540428124670376,-0.0005411323767416931,0.9887641895930209
9.0,1.0,0.9828976714129393,0.01736477790367985,0.0347295558073597,0.9547374035831848,-0.0005329536953653236,0.9889340056951792
9.05,1.0,0.9831561540735481,0.017102328587060733,0.03420465717412147,0.9554214967266672,-0.0005248986332382355,0.9891012552675504
9.1,1.0,0.9834107300327923,0.01684384592645194,0.03368769185290388,0.9560952505637254,-0.0005169653212175884,0.9892659770954116
9.15,1.0,0.9836614583388569,0.016589269967207665,0.03317853993441533,0.9567588213624136,-0.0005091519184885485,0.9894282093783404
9.200000000000001,1.0,0.9839083971471969,0.016338541661143124,0.03267708332228625,0.9574123630288593,-0.0005014566121290809,0.9895879897390165
9.25,1.0,0.9841516037340594,0.01609160285280309,0.03218320570560618,0.9580560271429714,-0.0004938776166800718,0.9897453552318976
9.3,1.0,0.9843911345097972,0.01584839626594059,0.03169679253188118,0.9586899629936092,-0.0004864131737249977,0.9899003423517654
9.35,1.0,0.9846270450319785,0.015608865490202795,0.03121773098040559,0.9593143176132174,-0.00047906155147559026,0.9900529870421474
9.4,1.0,0.9848593900182968,0.01537295496802149,0.03074590993604298,0.9599292358119382,-0.0004718210443626081,0.9902033247036186
9.450000000000001,1.0,0.9850882233592835,0.01514060998170319,0.03028121996340638,0.9605348602112063,-0.00046468997263660056,0.990351390201976
9.5,1.0,0.9853135981308256,0.014911776640716523,0.029823553281433046,0.9611313312768349,-0.0004576666819733344,0.9904972178762946
9.55,1.0,0.985535566606494,0.01468640186917436,0.02937280373834872,0.9617187873516019,-0.0004507495430843278,0.9906408415468663
9.600000000000001,1.0,0.9857541802696824,0.014464433393506004,0.02892886678701201,0.9622973646873421,-0.00044393695133670974,0.9907822945230174
9.65,1.0,0.9859694898255629,0.014245819730317577,0.028491639460635154,0.9628671974765548,-0.00043722732637685446,0.9909216096108131
9.700000000000001,1.0,0.986181545212858,0.014030510174437127,0.028061020348874255,0.9634284178835323,-0.0004306191117608993,0.9910588191206456
9.75,1.0,0.9863903956154352,0.013818454787142054,0.027636909574284108,0.9639811560750179,-0.00042411077459014734,0.9911939548747118
9.8,1.0,0.9865960894737243,0.013609604384564822,0.027219208769129644,0.9645255402504005,-0.00041770080515446395,0.9913270482143757
9.850000000000001,1.0,0.9867986744959618,0.013403910526275653,0.026807821052551306,0.9650616966714515,-0.0004113877165783375,0.9914581300074244
9.9,1.0,0.986998197669264,0.013201325504038186,0.026402651008076372,0.9655897496916129,-0.00040517004447493404,0.9915872306552144
9.950000000000001,1.0,0.9871947052705325,0.013001802330736001,0.026003604661472002,0.9661098217848423,-0.00039904634660437033,0.9917143800997099
10.0,1.0,0.9873882428771945,0.012805294729467454,0.025610589458934907,0.966622033574021,-0.00039301520253709477,0.9918396078304188
10.05,1.0,0.9875788553777789,0.01261175712280549,0.02522351424561098,0.9671265038589333,-0.0003870752133239286,0.9919629428912203
10.100000000000001,1.0,0.9877665869823338,0.012421144622221103,0.024842289244442206,0.9676233496438222,-0.00038122500116877234,0.9920844138870957
10.15,1.0,0.9879514812326845,0.012233413017666228,0.024466826035332456,0.968112686164529,-0.00037546320910974984,0.9922040489907517
10.200000000000001,1.0,0.9881335810125372,0.012048518767315497,0.024097037534630994,0.9685946269152215,-0.0003697885007014623,0.992321875949151
10.25,1.0,0.988312928557429,0.011866418987462768,0.023732837974925536,0.96906928367472,-0.00036419955970545814,0.9924379220899401
10.3,1.0,0.988489565464527,0.011687071442570973,0.023374142885141946,0.9695367665324229,-0.0003586950897835894,0.9925522143277813
10.350000000000001,1.0,0.9886635327022797,0.011510434535472958,0.023020869070945915,0.9699971839138417,-0.0003532738141960312,0.9926647791705916
10.4,1.0,0.9888348706199216,0.01133646729772031,0.02267293459544062,0.9704506426057506,-0.000347934475505296,0.992775642725686
10.450000000000001,1.0,0.9890036189568343,0.011165129380078409,0.022330258760156818,0.9708972477809538,-0.0003426758352838011,0.9928848307058268
10.5,1.0,0.9891698168517656,0.010996381043165693,0.021992762086331386,0.9713371030226803,-0.0003374966738254325,0.9929923684351862
10.55,1.0,0.9893335028519094,0.010830183148234362,0.021660366296468725,0.9717703103486097,-0.0003323957898626606,0.9930982808552158
10.600000000000001,1.0,0.9894947149218476,0.010666497148090648,0.021332994296181296,0.9721969702345332,-0.0003273720002874292,0.9932025925304271
10.65,1.0,0.9896534904523576,0.010505285078152404,0.02101057015630481,0.9726171816376592,-0.0003224241398764871,0.9933053276540875
10.700000000000001,1.0,0.9898098662690856,0.01034650954764238,0.02069301909528476,0.9730310420195649,-0.0003175510610200494,0.9934065100538296
10.75,1.0,0.9899638786410894,0.010190133730914375,0.02038026746182875,0.9734386473688015,-0.00031275163345600987,0.9935061631971742
10.8,1.0,0.9901155632892511,0.010036121358910632,0.020072242717821265,0.9738400922231579,-0.0003080247440074846,0.9936043101969717
10.850000000000001,1.0,0.990264955394564,0.0098844367107489,0.0197688734214978,0.9742354696915879,-0.00030336929632346354,0.9937009738167623
10.9,1.0,0.9904120896062927,0.00973504460543595,0.0194700892108719,0.9746248714758053,-0.000298784210625902,0.9937961764760513
10.950000000000001,1.0,0.9905570000500101,0.009587910393707322,0.019175820787414644,0.9750083878915536,-0.0002942684234572557,0.993889940255511
11.0,1.0,0.9906997203355138,0.009442999949989872,0.018885999899979744,0.9753861078895533,-0.00028982088743489953,0.9939822869020981
11.05,1.0,0.9908402835646215,0.00930027966448621,0.01860055932897242,0.9757581190761327,-0.0002854405710073227,0.9940732378340978
11.100000000000001,1.0,0.9909787223388493,0.009159716435378495,0.01831943287075699,0.9761245077335478,-0.0002811264582154305,0.9941628141460893
11.15,1.0,0.9911150687669739,0.009021277661150684,0.018042555322301368,0.9764853588399938,-0.00027687754845562296,0.9942510366138395
11.200000000000001,1.0,0.9912493544724799,0.008884931233026139,0.017769862466052277,0.9768407560893148,-0.00027269285624909045,0.9943379256991179
11.25,1.0,0.991381610600895,0.00875064552752014,0.01750129105504028,0.9771907819104156,-0.00026857141101199744,0.9944235015544439
11.3,1.0,0.9915118678270144,0.008618389399104975,0.01723677879820995,0.9775355174863798,-0.0002645122568303293,0.9945077840277594
11.350000000000001,1.0,0.9916401563620151,0.008488132172985607,0.016976264345971215,0.9778750427732992,-0.00026051445223873593,0.9945907926670317
11.4,1.0,0.9917665059604639,0.00835984363798492,0.01671968727596984,0.9782094365188185,-0.00025657707000137364,0.994672546724787
11.450000000000001,1.0,0.9918909459272185,0.008233494039536104,0.01646698807907221,0.9785387762804,-0.0002526991968976322,0.9947530651625746
11.5,1.0,0.9920135051242246,0.008109054072781507,0.016218108145563015,0.9788631384433112,-0.000248879933509194,0.994832366655365
11.55,1.0,0.9921342119772103,0.007986494875775407,0.015972989751550815,0.9791825982383422,-0.00024511839401220037,0.9949104695958808
11.600000000000001,1.0,0.9922530944822792,0.0078657880227897,0.0157315760455794,0.9794972297592539,-0.0002414137059714161,0.9949873920988619
11.65,1.0,0.9923701802124036,0.007746905517720837,0.015493811035441674,0.9798071059799627,-0.00023776501013772489,0.9950631520052666
11.700000000000001,1.0,0.9924854963238205,0.007629819787596359,0.015259639575192718,0.9801122987714666,-0.0002341714602489553,0.9951377668864103
11.75,1.0,0.9925990695623297,0.0075145036761794515,0.015029007352358903,0.9804128789185138,-0.00023063222283381535,0.9952112540480389
11.8,1.0,0.9927109262694969,0.007400930437670317,0.014801860875340633,0.9807089161360205,-0.00022714647701826962,0.9952836305343429
11.850000000000001,1.0,0.9928210923887641,0.007289073730503137,0.014578147461006274,0.9810004790852407,-0.00022371341433435887,0.9953549131319126
11.9,1.0,0.9929295934714668,0.007178907611235852,0.014357815222471704,0.9812876353896901,-0.00022033223853457076,0.9954251183736272
11.950000000000001,1.0,0.9930364546827596,0.007070406528533191,0.014140813057066381,0.9815704516508315,-0.00021700216540532224,0.9954942625424925
12.0,1.0,0.9931417008074536,0.006963545317240416,0.013927090634480832,0.9818489934635211,-0.00021372242258554944,0.9955623616754163
12.05,1.0,0.993245356255765,0.006858299192546435,0.01371659838509287,0.9821233254312228,-0.0002104922493879613,0.9956294315669277
12.100000000000001,1.0,0.9933474450689764,0.006754643744234956,0.013509287488469912,0.9823935111809923,-0.00020731089662295865,0.9956954877728392
12.15,1.0,0.9934479909250131,0.006652554931023569,0.013305109862047138,0.9826596133782332,-0.0002041776264227746,0.9957605456138575
12.200000000000001,1.0,0.9935470171439348,0.006552009074986875,0.01310401814997375,0.9829216937412326,-0.00020109171207338683,0.995824620179133
12.25,1.0,0.9936445466933442,0.006452982856065215,0.01290596571213043,0.9831798130554752,-0.00019805243784332127,0.9958877263297623
12.3,1.0,0.9937406021937146,0.006355453306655767,0.012710906613311534,0.9834340311877414,-0.00019505909881889494,0.9959498787022341
12.350000000000001,1.0,0.9938352059236358,0.006259397806285372,0.012518795612570743,0.9836844070999929,-0.00019211100074079113,0.9960110917118229
12.4,1.0,0.9939283798249816,0.006164794076364166,0.012329588152728332,0.9839309988630474,-0.00018920745984241097,0.9960713795559333
12.450000000000001,1.0,0.9940201455079988,0.0060716201750183885,0.012143240350036777,0.9841738636700481,-0.00018634780269155549,0.9961307562173933
12.5,1.0,0.9941105242563195,0.005979854492001224,0.011959708984002448,0.9844130578497281,-0.00018353136603432851,0.9961892354676962
12.55,1.0,0.9941995370318977,0.005889475743680483,0.011778951487360967,0.9846486368794752,-0.00018075749664148155,0.9962468308701947
12.600000000000001,1.0,0.9942872044798706,0.005800462968102327,0.011600925936204654,0.9848806553981992,-0.00017802555115631336,0.9963035557832476
12.65,1.0,0.9943735469333476,0.005712795520129377,0.011425591040258753,0.9851091672190044,-0.0001753348959459,0.9963594233633173
12.700000000000001,1.0,0.9944585844181256,0.005626453066652437,0.011252906133304874,0.9853342253416706,-0.0001726849069538794,0.9964144465680216
12.75,1.0,0.9945423366573345,0.005541415581874376,0.011082831163748752,0.9855558819649457,-0.0001700749695561221,0.9964686381591383
12.8,1.0,0.9946248230760107,0.0054576633426655086,0.010915326685331017,0.9857741884986523,-0.00016750447841773486,0.9965220107055656
12.850000000000001,1.0,0.9947060628056036,0.0053751769239892555,0.010750353847978511,0.9859891955756117,-0.0001649728373525061,0.9965745765862377
12.9,1.0,0.9947860746884115,0.005293937194396414,0.010587874388792828,0.9862009530633875,-0.00016247945918568263,0.9966263479929947
12.950000000000001,1.0,0.9948648772819532,0.005213925311588485,0.01042785062317697,0.986409510075851,-0.00016002376561585763,0.9966773369334121
13.0,1.0,0.9949424888632711,0.005135122718046836,0.010270245436093672,0.9866149149845729,-0.0001576051870832984,0.9967275552335833
13.05,1.0,0.9950189274331708,0.0050575111367289205,0.010115022273457841,0.9868172154300421,-0.00015522316263583136,0.9967770145408641
13.100000000000001,1.0,0.9950942107203959,0.0049810725668292255,0.009962145133658451,0.9870164583327153,-0.00015287713979939,0.9968257263265744
13.15,1.0,0.9951683561857402,0.004905789279604056,0.009811578559208112,0.9872126899038994,-0.00015056657445033927,0.9968737018886572
13.200000000000001,1.0,0.9952413810260968,0.004831643814259823,0.009663287628519646,0.9874059556564698,-0.0001482909306884661,0.996920952354301
13.25,1.0,0.9953133021784477,0.004758618973903173,0.009517237947806345,0.9875963004154258,-0.0001460496807133005,0.9969674886825188
13.3,1.0,0.9953841363237912,0.004686697821552288,0.009373395643104576,0.987783768328288,-0.00014384230470176895,0.9970133216666908
13.350000000000001,1.0,0.995453899891011,0.004615863676208809,0.009231727352417618,0.9879684028753362,-0.0001416682906869582,0.9970584619370668
13.4,1.0,0.9955226090606869,0.004546100108989037,0.009092200217978075,0.9881502468796959,-0.00013952713443954323,0.9971029199632344
13.450000000000001,1.0,0.9955902797688475,0.004477390939313097,0.008954781878626195,0.9883293425172683,-0.0001374183393518802,0.9971467060565427
13.5,1.0,0.9956569277106663,0.004409720231152492,0.008819440462304984,0.9885057313265144,-0.00013534141632121077,0.9971898303724982
13.55,1.0,0.9957225683441018,0.004343072289333727,0.008686144578667454,0.9886794542180877,-0.00013329588363752976,0.9972323029131176
13.600000000000001,1.0,0.9957872168934829,0.004277431655898223,0.008554863311796446,0.9888505514843235,-0.00013128126687100838,0.997274133529249
13.65,1.0,0.9958508883530401,0.004212783106517071,0.008425566213034141,0.9890190628085842,-0.00012929709876230433,0.997315331922856
13.700000000000001,1.0,0.995913597490383,0.004149111646959858,0.008298223293919715,0.9891850272744626,-0.00012734291911442597,0.9973559076492678
13.75,1.0,0.9959753588499252,0.004086402509617004,0.008172805019234008,0.9893484833748473,-0.00012541827468570688,0.9973958701193956
13.8,1.0,0.996036186756258,0.004024641150074837,0.008049282300149674,0.9895094690208502,-0.00012352271908433465,0.9974352286019156
13.850000000000001,1.0,0.996096095317473,0.003963813243741954,0.007927626487483908,0.9896680215506,-0.0001216558126657663,0.9974739922254181
13.9,1.0,0.9961550984284335,0.003903904682526993,0.007807809365053986,0.989824177737901,-0.0001198171224299216,0.997512169980525
13.950000000000001,1.0,0.9962132097739977,0.0038449015715664725,0.007689803143132945,0.9899779738007637,-0.00011800622192104095,0.9975497707219756
